-1.775140,-0.002348
-1.775140,0.001895
-1.770897,-0.002348
-1.770897,0.001895
-1.766655,-0.002348
-1.766655,0.001895
-1.766655,0.006137
-1.762412,-0.006590
-1.762412,-0.002348
-1.762412,0.001895
-1.762412,0.006137
-1.762412,0.010380
-1.758169,-0.015076
-1.758169,-0.010833
-1.758169,-0.006590
-1.758169,-0.002348
-1.758169,0.001895
-1.758169,0.006137
-1.758169,0.010380
-1.758169,0.014623
-1.753927,-0.010833
-1.753927,-0.006590
-1.753927,-0.002348
-1.753927,0.001895
-1.753927,0.006137
-1.753927,0.010380
-1.749684,-0.010833
-1.749684,-0.006590
-1.749684,-0.002348
-1.749684,0.001895
-1.749684,0.006137
-1.749684,0.010380
-1.626648,-0.002348
-1.626648,0.001895
-1.478155,-0.002348
-1.478155,0.001895
-1.397545,-0.002348
-1.397545,0.001895
-1.393302,-0.002348
-1.393302,0.001895
-1.389060,-0.010833
-1.389060,-0.006590
-1.389060,-0.002348
-1.389060,0.001895
-1.389060,0.006137
-1.384817,-0.010833
-1.384817,-0.006590
-1.384817,-0.002348
-1.384817,0.001895
-1.384817,0.006137
-1.384817,0.010380
-1.380574,-0.010833
-1.380574,-0.006590
-1.380574,-0.002348
-1.380574,0.001895
-1.380574,0.006137
-1.380574,0.010380
-1.376332,-0.010833
-1.376332,-0.006590
-1.376332,-0.002348
-1.376332,0.001895
-1.376332,0.006137
-1.376332,0.010380
-1.372089,-0.006590
-1.372089,-0.002348
-1.372089,0.001895
-1.372089,0.006137
-1.367847,-0.006590
-1.367847,-0.002348
-1.367847,0.001895
-1.367847,0.006137
-1.363604,-0.023561
-1.363604,-0.019318
-1.363604,-0.015076
-1.363604,-0.010833
-1.363604,-0.006590
-1.363604,-0.002348
-1.363604,0.001895
-1.363604,0.006137
-1.363604,0.010380
-1.363604,0.014623
-1.363604,0.018865
-1.363604,0.023108
-1.359361,-0.036289
-1.359361,-0.027804
-1.359361,-0.023561
-1.359361,-0.019318
-1.359361,-0.015076
-1.359361,-0.010833
-1.359361,-0.006590
-1.359361,-0.002348
-1.359361,0.001895
-1.359361,0.006137
-1.359361,0.010380
-1.359361,0.014623
-1.359361,0.018865
-1.359361,0.023108
-1.359361,0.027351
-1.359361,0.035836
-1.355119,-0.036289
-1.355119,-0.032046
-1.355119,-0.027804
-1.355119,-0.023561
-1.355119,-0.019318
-1.355119,-0.015076
-1.355119,-0.010833
-1.355119,-0.006590
-1.355119,-0.002348
-1.355119,0.001895
-1.355119,0.006137
-1.355119,0.010380
-1.355119,0.014623
-1.355119,0.018865
-1.355119,0.023108
-1.355119,0.027351
-1.355119,0.031593
-1.355119,0.035836
-1.350876,-0.040532
-1.350876,-0.036289
-1.350876,-0.032046
-1.350876,-0.027804
-1.350876,-0.023561
-1.350876,-0.019318
-1.350876,-0.015076
-1.350876,-0.010833
-1.350876,-0.006590
-1.350876,-0.002348
-1.350876,0.001895
-1.350876,0.006137
-1.350876,0.010380
-1.350876,0.014623
-1.350876,0.018865
-1.350876,0.023108
-1.350876,0.027351
-1.350876,0.031593
-1.350876,0.035836
-1.350876,0.040079
-1.346633,-0.061745
-1.346633,-0.057502
-1.346633,-0.053260
-1.346633,-0.049017
-1.346633,-0.044774
-1.346633,-0.040532
-1.346633,-0.036289
-1.346633,-0.032046
-1.346633,-0.027804
-1.346633,-0.023561
-1.346633,-0.019318
-1.346633,-0.015076
-1.346633,-0.010833
-1.346633,-0.006590
-1.346633,-0.002348
-1.346633,0.001895
-1.346633,0.006137
-1.346633,0.010380
-1.346633,0.014623
-1.346633,0.018865
-1.346633,0.023108
-1.346633,0.027351
-1.346633,0.031593
-1.346633,0.035836
-1.346633,0.040079
-1.346633,0.044321
-1.346633,0.052806
-1.346633,0.057049
-1.346633,0.061292
-1.342391,-0.057502
-1.342391,-0.053260
-1.342391,-0.049017
-1.342391,-0.044774
-1.342391,-0.040532
-1.342391,-0.036289
-1.342391,-0.032046
-1.342391,-0.027804
-1.342391,-0.023561
-1.342391,-0.019318
-1.342391,-0.015076
-1.342391,-0.010833
-1.342391,-0.006590
-1.342391,-0.002348
-1.342391,0.001895
-1.342391,0.006137
-1.342391,0.010380
-1.342391,0.014623
-1.342391,0.018865
-1.342391,0.023108
-1.342391,0.027351
-1.342391,0.031593
-1.342391,0.035836
-1.342391,0.040079
-1.342391,0.044321
-1.342391,0.048564
-1.342391,0.052806
-1.342391,0.057049
-1.338148,-0.049017
-1.338148,-0.044774
-1.338148,-0.040532
-1.338148,-0.036289
-1.338148,-0.032046
-1.338148,-0.027804
-1.338148,-0.023561
-1.338148,-0.019318
-1.338148,-0.015076
-1.338148,-0.010833
-1.338148,-0.006590
-1.338148,-0.002348
-1.338148,0.001895
-1.338148,0.006137
-1.338148,0.010380
-1.338148,0.014623
-1.338148,0.018865
-1.338148,0.023108
-1.338148,0.027351
-1.338148,0.031593
-1.338148,0.035836
-1.338148,0.040079
-1.338148,0.044321
-1.338148,0.048564
-1.338148,0.057049
-1.333905,-0.053260
-1.333905,-0.049017
-1.333905,-0.044774
-1.333905,-0.040532
-1.333905,-0.036289
-1.333905,-0.032046
-1.333905,-0.027804
-1.333905,-0.023561
-1.333905,-0.019318
-1.333905,-0.015076
-1.333905,-0.010833
-1.333905,-0.006590
-1.333905,-0.002348
-1.333905,0.001895
-1.333905,0.006137
-1.333905,0.010380
-1.333905,0.014623
-1.333905,0.018865
-1.333905,0.023108
-1.333905,0.027351
-1.333905,0.031593
-1.333905,0.035836
-1.333905,0.040079
-1.333905,0.044321
-1.333905,0.048564
-1.333905,0.052806
-1.329663,-0.053260
-1.329663,-0.049017
-1.329663,-0.044774
-1.329663,-0.040532
-1.329663,-0.036289
-1.329663,-0.032046
-1.329663,-0.027804
-1.329663,-0.023561
-1.329663,-0.019318
-1.329663,-0.015076
-1.329663,-0.010833
-1.329663,-0.006590
-1.329663,-0.002348
-1.329663,0.001895
-1.329663,0.006137
-1.329663,0.010380
-1.329663,0.014623
-1.329663,0.018865
-1.329663,0.023108
-1.329663,0.027351
-1.329663,0.031593
-1.329663,0.035836
-1.329663,0.040079
-1.329663,0.044321
-1.329663,0.048564
-1.329663,0.052806
-1.325420,-0.057502
-1.325420,-0.053260
-1.325420,-0.049017
-1.325420,-0.044774
-1.325420,-0.040532
-1.325420,-0.036289
-1.325420,-0.032046
-1.325420,-0.027804
-1.325420,-0.023561
-1.325420,-0.019318
-1.325420,-0.015076
-1.325420,-0.010833
-1.325420,-0.006590
-1.325420,-0.002348
-1.325420,0.001895
-1.325420,0.006137
-1.325420,0.010380
-1.325420,0.014623
-1.325420,0.018865
-1.325420,0.023108
-1.325420,0.027351
-1.325420,0.031593
-1.325420,0.035836
-1.325420,0.040079
-1.325420,0.044321
-1.325420,0.048564
-1.325420,0.052806
-1.325420,0.057049
-1.321177,-0.057502
-1.321177,-0.053260
-1.321177,-0.049017
-1.321177,-0.044774
-1.321177,-0.040532
-1.321177,-0.036289
-1.321177,-0.032046
-1.321177,-0.027804
-1.321177,-0.023561
-1.321177,-0.019318
-1.321177,-0.015076
-1.321177,-0.010833
-1.321177,-0.006590
-1.321177,-0.002348
-1.321177,0.001895
-1.321177,0.006137
-1.321177,0.010380
-1.321177,0.014623
-1.321177,0.018865
-1.321177,0.023108
-1.321177,0.027351
-1.321177,0.031593
-1.321177,0.035836
-1.321177,0.040079
-1.321177,0.044321
-1.321177,0.048564
-1.321177,0.052806
-1.321177,0.057049
-1.316935,-0.057502
-1.316935,-0.053260
-1.316935,-0.049017
-1.316935,-0.044774
-1.316935,-0.040532
-1.316935,-0.036289
-1.316935,-0.032046
-1.316935,-0.027804
-1.316935,-0.023561
-1.316935,-0.019318
